C14ID,Period,C14Age,C14SD,LabCode,PhaseCode,SiteID,Material,MaterialSpecies,RectID
22959,MBA,3420,40,Hd-11743-11413,NULL,S9151,NULL,NULL,2317
22960,MBA,3430,35,Hd-12590-12108,NULL,S9151,peat,NULL,2317
22961,MBA,3431,37,Hd-16137-16691,NULL,S9151,peat,NULL,2317
22962,MBA,3431,25,Hd-16126-17060,NULL,S9151,peat,NULL,2317
22963,MBA,3453,29,Hd-16134-16688,NULL,S9151,peat,NULL,2317
22964,MBA,3457,35,Hd-16132-16975,NULL,S9151,peat,NULL,2317
22965,MBA,3462,27,Hd-16123-17052,NULL,S9151,charred plant macrofossils,NULL,2317
22966,MBA,3475,36,Hd-16133-16689,NULL,S9151,wood,Alnus sp.,2317
22967,MBA,3491,28,Hd-16124-17035,NULL,S9151,wood,Alnus sp.,2317
22968,MBA,3494,23,Hd-16130-16986,NULL,S9151,wood,Corylus sp.,2317
22969,MBA,3505,60,Hd-13040-12805,NULL,S9151,wood,Pinus sp.,2317
22970,MBA,3506,27,Hd-16131-16983,NULL,S9151,wood,Corylus sp.,2317
22971,MBA,3507,30,Hd-16127-17566,NULL,S9151,wood,Ulmus sp.,2317
22972,MBA,3525,45,Hd-11744-11414,NULL,S9151,wood,Ulmus sp.,2317
22973,MBA,3529,26,Hd-16135-16687,NULL,S9151,wood,Corylus sp.,2317
22974,MBA,3560,45,Hd-11745-11448,NULL,S9151,wood,Fraxinus sp.,2317
22975,MBA,3560,40,Hd-13277-12843,NULL,S9151,wood,Fraxinus sp.,2317
22976,MBA,3580,50,Hd-13065-12838,NULL,S9151,wood,Fraxinus sp.,2317
22977,MBA,3585,43,Hd-16136-15603,NULL,S9151,wood,Fraxinus sp.,2317
22978,EBA,3670,90,Hd-9669-9526,SIF,S9151,wood,Alnus sp.,2317
22979,EBA,3740,50,Hd-9640-9469,SIF,S9151,wood,NULL,2317
22980,EBA,3790,45,Hd-9658-9494,SIF,S9151,wood,Corylus sp.,2317
22981,EBA,3810,75,Hd-13037-12733,SIF,S9151,wood,Betula sp.,2317
22982,EBA,3830,110,Hd-13039-12749,SIF,S9151,peat,NULL,2317
22983,EBA,3830,40,Hd-12589-12107,SIF,S9151,wood,Alnus sp.,2317
22984,EBA,3840,55,Hd-9659-9504,SIF,S9151,peat,NULL,2317
22985,EBA,3900,50,Hd-9641-9470,SIF,S9151,peat,NULL,2317
22986,EBA,3990,63,Hd-13066-12839,SIF,S9151,plant macrofossils,Trapa natans,2317
22987,EBA,3990,40,Hd-9178-9211,SIF,S9151,wood,NULL,2317
22988,EBA,4000,50,Hd-9642-9493,SIF,S9151,charcoal,NULL,2317
22989,EBA,4029,125,Hd-13063-12807,SIF,S9151,peat,NULL,2317
22990,EBA,4040,35,Hd-9177-9197,SIF,S9151,peat,NULL,2317
22991,EBA,4070,115,Hd-11746-11449,SIF,S9151,peat,NULL,2317
22992,EBA,4100,45,Hd-9660-9505,SIF,S9151,organic substance,NULL,2317
22993,EBA,4120,65,Hd-9668-9518,SIF,S9151,organic sediment,NULL,2317
22994,EBA,4218,37,Hd-13057-12858,SIF,S9151,organic sediment,NULL,2317
22995,NULL,4612,102,Hd-13064-12808,NULL,S9151,peat,NULL,2317
22996,NULL,4640,50,Hd-9661-9498,NULL,S9151,peat,NULL,2317
22997,NULL,4730,35,Hd-9179-9213,NULL,S9151,organic sediment,NULL,2317
22998,NULL,5390,55,Hd-9665-9524,NULL,S9151,organic sediment,NULL,2317
22999,NULL,5790,90,Hd-9665-9482,NULL,S9151,organic sediment,NULL,2317
23000,NULL,5880,55,Hd-9662-9517,NULL,S9151,organic sediment,NULL,2317
23001,NULL,5990,50,Hd-9662-9457,NULL,S9151,organic sediment,NULL,2317
23002,NULL,6035,60,Hd-9666-9490,NULL,S9151,peat,NULL,2317
23003,NULL,6690,70,Hd-9667-9497,NULL,S9151,organic substance,NULL,2317
23004,EM,9560,75,Hd-9667-9532,SIF2,S9151,wood,NULL,2317
23005,EM,9820,85,Hd-13038-12744,SIF2,S9151,wood,Alnus sp.,2317
23008,EN,4630,50,AAR-4996,SISU,S3769,bone,Bos taurus,1492
23009,EN,4665,50,AAR-4995,SISU,S3769,bone,Bos taurus,1492
23010,UM,7451,109,Hd-19767,NULL,S9152,wood,Quercus sp.,2384
23011,LN,3959,32,HD-20677,SI1,S6088,plant macrofossils,Cereals,2385
23012,LN,3980,23,Hd-29165,SI1,S6088,wood,Quercus sp.,2385
23013,LN,4213,25,Hd-29171,SI1,S6088,wood,Fraxinus sp.,2385
23014,LN,4213,23,Hd-29170,SI1,S6088,wood,Betula sp.,2385
23015,LN,4993,35,HD-20679,SI2,S6088,plant macrofossils,Cereals,2385
23016,LN,4995,22,Hd-22358,SI2,S6088,wood,Quercus sp.,2385
23017,LN,5010,50,UtC-11460,SI2,S6088,NULL,NULL,2385
23018,LN,5085,75,Ua-17699,SI2,S6088,charcoal,NULL,2385
23019,LN,4740,50,UtC-11459,SI2,S6088,NULL,NULL,2385
23020,EN,4615,40,Ua-26850,SK,S9153,plant macrofossils,Cereals,1150
23021,EN,4680,70,Ua-14834,SKGN,S8144,plant macrofossils,Triticum aestivo-compactum,808
23022,EN,4735,75,Ua-15199,SKGN,S8144,plant macrofossils,Triticum aestivo-compactum,808
23023,EN,4795,75,Ua-14835,SKGN,S8144,plant macrofossils,Hordeum vulgare var nudum,808
23024,EN,4850,80,Ua-16201,SKGN,S8144,plant macrofossils,Corylus avellana,808
23025,EN,4850,60,Ua-10862,SKGN,S8144,plant macrofossils,Corylus avellana,808
23026,EN,4870,65,Ua-14833,SKGN,S8144,food residue,NULL,808
23027,EN,4880,110,Ua-15200,SKGN,S8144,plant macrofossils,Triticum dicoccum,808
23028,EN,4930,80,Ua-10973,SKGN,S8144,food residue,NULL,808
23029,EN,4940,50,Ua-18716,SKGN,S8144,NULL,NULL,808
23030,EN,4810,75,Ua-18720,SKMT,S8145,bone,Bos taurus,810
23031,EN,5055,50,Ua-18719,SKMT,S8145,bone,Bos taurus,810
23032,EN,5170,65,Ua-18718,SKMT,S8145,bone,Bos taurus,810
23033,LMEN,4770,85,K-4770,SNH,S9154,NULL,NULL,1218
23034,LMEN,4960,90,K-4771,SNH,S9154,NULL,NULL,1218
23035,LN,4135,45,Ua-23165,SH2,S9155,plant macrofossils,Cereals,2385
23036,LN,4355,50,Ua-23165b,SH2,S9155,plant macrofossils,Cereals,2385
23037,LN,4465,45,Ua-23165a,SH2,S9155,plant macrofossils,Cereals,2385
23038,LN,4915,50,Ua-23165c,SH1,S9155,plant macrofossils,Cereals,2385
23039,LN,5020,50,Ua-23165d,SH1,S9155,plant macrofossils,Cereals,2385
23040,MBA,2725,50,Ua-22984,STHO,S9156,wood,NULL,2385
23041,UBA,3263,25,Hd-21184,STBL,S9157,wood,NULL,2384
23042,EN,4710,75,LuS-9571,STBG,S9158,plant macrofossils,Triticum dicoccum/spelta,744
23043,EN,4760,50,LuS-9570,STBG,S9158,plant macrofossils,Triticum dicoccum,744
23044,EN,4800,50,LuS-9184,STBG,S9158,plant macrofossils,Triticum dicoccum,744
23045,MN,4935,75,Ua-3248,STK,S9159,bone,Bos taurus,1091
23046,LN,3815,55,AAR-4517,SHVDG,S8891,plant macrofossils,Cereals,1143
23047,LN,3885,45,AAR-4516,SHVDG,S8891,plant macrofossils,Cereals,1143
23048,LN,3890,50,AAR-4518,SHVDG,S8891,plant macrofossils,Cereals,1143
23049,LN,3890,45,AAR-4515,SHVDG,S8891,plant macrofossils,Cereals,1143
23050,EN,4600,60,Ua-6937,OSTV,S8174,plant macrofossils,Triticum sp.,881
23051,MLN,4760,75,Ua-16418,SVGT,S9160,plant macrofossils,Triticum dicoccum,1288
23052,MLN,4950,55,Ua-19304,SVGT,S9160,plant macrofossils,Cereals,1288
23053,NULL,3309,32,Hd-18078,NULL,S9161,wood,Fagus sp.,2316
23054,EN,4865,55,Ua-10898,TJSP,S8187,food residue,NULL,810
23055,EN,5050,90,Ua-10899,TJSP,S8187,charcoal,NULL,810
23056,EN,5105,45,Ua-22409,TRSA,S8194,bone,Bos taurus,884
23057,EN,4890,90,KIA-36139,ULG,S9162,plant macrofossils,Cereals,1287
23058,EN,4965,35,KIA-36142,ULG,S9162,charcoal,NULL,1287
23059,NULL,4370,30,KIA-28635,NULL,S9163,plant macrofossils,Corylus avellana,2385
23060,NULL,4435,30,KIA-29541,NULL,S9163,plant macrofossils,Cereals,2385
23061,EN,4770,46,AAR-9468,VLSJ,S9164,plant macrofossils,Malus sylvestris/domestica,1361
23062,LN,4425,40,GrA-30006,VDB,S9165,NULL,NULL,2236
23063,EN,4750,50,Ua-27592,VDG,S4128,plant macrofossils,Triticum dicoccum,1080
23064,EN,5160,78,Ua-29267,VDG,S4128,plant macrofossils,Triticum dicoccum,1080
23065,NULL,4725,30,KIA-37695,NULL,S4135,NULL,NULL,1892
23066,NULL,3645,29,kia-34497,NULL,S9038,NULL,NULL,2240
23067,MN,5055,45,Ly-2486,VTOL,S4154,NULL,NULL,2921
23068,MN,5077,45,Erl-11366,VTOL,S4154,NULL,NULL,2921
23069,MN,5085,40,Ly-2487,VTOL,S4154,NULL,NULL,2921
23070,MN,5154,45,Erl-11364,VTOL,S4154,NULL,NULL,2921
23071,MN,5220,45,Ly-2328x,VTOL,S4154,NULL,NULL,2921
23072,MN,5400,90,Gif-6315,VTOL,S4154,NULL,NULL,2921
23073,EN,4820,75,Ua-16204,VINT,S9166,plant macrofossils,Triticum sp.,1288
23074,EN,4700,35,Poz-22575,VISG,S8217,bone,Ovis sp./Capra sp.,1145
23075,EN,4775,35,Poz-22576,VISG,S8217,NULL,NULL,1145
23076,EN,5020,60,Poz-22578,VISG,S8217,bone,Ovis sp./Capra sp.,1145
23077,EN,4900,100,Kn-103,VRBY1,S4112,charcoal,NULL,1289
23078,NULL,2805,25,KIA-25615,NULL,S9167,NULL,NULL,1890
23079,LN,3950,30,KIA-26460,WVJ,S9167,NULL,NULL,1890
23080,LN,4065,30,KIA-25611,WVJ,S9167,NULL,NULL,1890
23081,LN,4176,19,Hd-22368,WZ2,S9168,organic substance,NULL,2385
23082,LN,4222,20,Hd-22348,WZ2,S9168,organic substance,NULL,2385
23083,LN,4388,29,Hd-22603,WZ2,S9168,wood,NULL,2385
23084,LN,4405,21,Hd-22695,WZ2,S9168,wood,NULL,2385
23085,LN,4430,25,Hd-23760,WZ2,S9168,plant macrofossils,NULL,2385
23086,LN,4443,29,Hd-22498,WZ2,S9168,charcoal,NULL,2385
23087,LN,4460,18,Hd-22699,WZ2,S9168,charcoal,NULL,2385
23088,LN,4475,50,Hd-7977-8357,WZ2,S9168,charcoal,NULL,2385
23089,LN,4479,23,Hd-22470,WZ2,S9168,organic substance,NULL,2385
23090,LN,4495,22,Hd-22692,WZ2,S9168,charcoal,NULL,2385
23091,LN,4497,30,Hd-22501,WZ2,S9168,wood,Quercus sp.,2385
23092,LN,4503,23,Hd-22472,WZ2,S9168,wood,Quercus sp.,2385
23093,LN,4525,35,Hd-7968-8315,WZ2,S9168,wood,Quercus sp.,2385
23094,LN,4525,26,Hd-29172,WZ2,S9168,wood,NULL,2385
23095,LN,4525,18,Hd-22702,WZ2,S9168,wood,NULL,2385
23096,LN,4530,40,Hd-7974-8320,WZ2,S9168,wood,NULL,2385
23097,LN,4600,75,Hd-7970-8317,WZ1,S9168,wood,NULL,2385
23098,LN,4625,80,Hd-7969-8316,WZ1,S9168,wood,NULL,2385
23099,LN,4840,45,Hd-7975-8319,WZ1,S9168,wood,NULL,2385
23100,LN,4895,45,Hd-7931-8001,WZ1,S9168,wood,NULL,2385
23101,LN,4950,55,Hd-7973-8318,WZ1,S9168,wood,NULL,2385
23102,LN,4970,55,Hd-7972-8310,WZ1,S9168,wood,NULL,2385
23103,LN,4980,30,Hd-7971-8309,WZ1,S9168,wood,Corylus sp.,2385
23104,LN,5050,55,Hd-7976-8356,WZ1,S9168,wood,NULL,2385
23105,LN,4579,65,Hd-15828-15158,WAH,S9169,NULL,NULL,2384
23106,LN,4598,48,Hd-15830-15159,WAH,S9169,NULL,NULL,2384
23113,LN,4095,30,KIA-29539,WOLP1,S4240,plant macrofossils,Cereals,2386
23114,LN,4100,25,KIA-29538,WOLP1,S4240,plant macrofossils,Cereals,2386
23115,LN,4260,60,Hd-7928-7972,WOLP1,S4240,wood,Fagus sp.,2386
23116,NULL,4302,40,Hd-7485-7584,NULL,S4240,wood,Fagus sp.,2386
23117,NULL,4450,45,Hd-7929-8002,NULL,S4240,wood,Fagus sp.,2386
23118,NULL,4522,40,Hd-7480-7557,NULL,S4240,wood,NULL,2386
23119,NULL,4532,40,Hd-7479-7556,NULL,S4240,wood,NULL,2386
23120,NULL,4822,40,Hd-7481-7558,NULL,S4240,wood,NULL,2386
23121,LN,4160,50,GrN-27820,ZIC,S9170,NULL,NULL,2027
23122,LN,4230,70,GrN-27819,ZIC,S9170,NULL,NULL,2027
23127,EBA,3610,100,GrN-28921,SHN,S8953,NULL,NULL,1686
23128,EBA,3560,100,GrN-28922,SHN,S8953,NULL,NULL,1686
23129,EN,6076,34,KIA 21421,HK,S4383,charred plant macrofossils,Triticum dicoccum,2178
23130,EN,6128,30,KIA 21422,HK,S4383,charred plant macrofossils,Pisum sp.,2178
23131,EN,6132,32,KIA 21424,HK,S4383,charred plant macrofossils,Triticum dicoccum,2178
23132,EN,6060,32,KIA 21433,HK,S4383,charred plant macrofossils,Pisum sp.,2178
23133,EN,6178,32,KIA 21436,HK,S4383,charred plant macrofossils,Pisum sp.,2178
23134,EN,6076,34,KIA 21469,HK,S4383,animal bone,Cervus elaphus,2178
23135,MN,4903,29,Hd-15522-16384,HK2,S4383,animal bone,Bos taurus,2178
23136,MN,5045,50,Hd-15523-16282,HK2,S4383,animal bone,Bos taurus,2178
23137,MN,4898,53,Hd-15524-16283,HK2,S4383,animal bone,Bos taurus,2178
23138,MN,4883,30,Hd-15526-16352,HK2,S4383,animal bone,Bos taurus,2178
23139,MN,4896,67,Hd-15528-16337,HK2,S4383,animal bone,Bos taurus,2178
23140,MN,4936,28,KIA 21423,HK2,S4383,plant macrofossils,Cereals,2178
23141,MN,4926,29,KIA 21425,HK2,S4383,wood,NULL,2178
23142,MN,4832,49,KIA 21426,HK2,S4383,wood,NULL,2178
23143,MN,4926,34,KIA 21427,HK2,S4383,charred plant macrofossils,Triticum sp.,2178
23144,MN,4928,63,KIA 21428,HK2,S4383,wood,NULL,2178
23145,MN,4878,29,KIA 21429,HK2,S4383,charred plant macrofossils,Triticum monococcum/dicoccum,2178
23146,MN,4993,34,KIA 21430,HK2,S4383,charred plant macrofossils,Triticum monococcum,2178
23147,MN,4858,41,KIA 21431,HK2,S4383,charred plant macrofossils,Triticum monococcum/dicoccum,2178
23148,MN,5047,42,KIA 21432,HK2,S4383,charred plant macrofossils,Hordeum vulgare var nudum,2178
23149,MN,4907,34,KIA 21435,HK2,S4383,wood,NULL,2178
23150,MN,4994,25,KIA 21467,HK2,S4383,animal bone,Sus domesticus,2178
23151,MN,5011,32,KIA 24695,HK2,S4383,animal bone,Sus domesticus,2178
23152,LN,5256,25,KIA-27201,HENE1,S2220,charcoal,NULL,2178
23153,LN,5433,25,KIA-27200,HENE1,S2220,charcoal,NULL,2178
23154,LN,5247,26,KIA-27199,HENE1,S2220,charcoal,NULL,2178
23155,EN,4460,70,OxA-946,P1,S4930,charcoal,NULL,774
23156,EN,4360,80,OxA-947,P1,S4930,charcoal,NULL,774
23157,EN,4300,70,OxA-959,P1,S4930,charcoal,NULL,774
23158,EN,4450,70,OxA-960,P1,S4930,charcoal,NULL,774
23159,EMN,4365,40,Ua-32323,KORS,S2425,animal bone,Ursus sp.,815
23160,EMN,4145,40,Ua-32325,KORS,S2425,animal bone,Sus sp.,815
23161,EMN,4275,40,Ua-32324,KORS,S2425,animal bone,Canis sp.,815
23162,EMN,4380,45,Ua-32326,KORS,S2425,human bone,Homo sapiens,815
23163,EMN,4465,55,Ua-33814,KORS,S2425,human bone,Homo sapiens,815
23164,EMN,4470,45,Ua-32327,KORS,S2425,human bone,Homo sapiens,815
23165,EMN,4320,45,Ua-32328,KORS,S2425,human bone,Homo sapiens,815
23166,EMN,4460,45,Ua-32329,KORS,S2425,human bone,Homo sapiens,815
23167,EMN,4540,45,Ua-32330,KORS,S2425,human bone,Homo sapiens,815
23168,EMN,4520,45,Ua-32331,KORS,S2425,human bone,Homo sapiens,815
23169,EMN,4275,45,Ua-32332,KORS,S2425,human bone,Homo sapiens,815
23170,EMN,4550,100,Ua-7459,ABY1,S7884,NULL,NULL,881
23171,EMN,4455,95,Ua-7460,ABY1,S7884,NULL,NULL,881
23172,EMN,4665,60,Ua-7461,ABY1,S7884,NULL,NULL,881
23173,EMN,4105,60,Ua-9451,ABY1,S7884,NULL,NULL,881
23174,EMN,3800,85,Ua-9166,ABY1,S7884,NULL,NULL,881
23175,EN,4685,40,GrA-16855,MYS2,S8088,human bone,Homo sapiens,1157
23176,EN,4570,40,GrA-16856,MYS2,S8088,human bone,Homo sapiens,1157
23177,EN,4565,50,Ua-34944,MYS2,S8088,human bone,Homo sapiens,1157
23178,EN,4545,45,Ua-34942,MYS2,S8088,human bone,Homo sapiens,1157
23179,EN,4520,40,GrA-16858,MYS2,S8088,human bone,Homo sapiens,1157
23180,EN,4500,45,Ua-34940,MYS2,S8088,human bone,Homo sapiens,1157
23181,EN,4465,45,Ua-34948,MYS2,S8088,human bone,Homo sapiens,1157
23182,EN,4460,45,Ua-34939,MYS2,S8088,human bone,Homo sapiens,1157
23183,EN,4430,35,Ua-34952,MYS2,S8088,human bone,Homo sapiens,1157
23184,MN,4330,50,Ua-34943,NULL,S8088,human bone,Homo sapiens,1157
23185,MN,4325,40,Ua-34967,NULL,S8088,human bone,Homo sapiens,1157
23186,MN,4185,40,GrA-16854,NULL,S8088,human bone,Homo sapiens,1157
23187,MN,4160,35,Ua-34957,NULL,S8088,human bone,Homo sapiens,1157
23188,MN,4110,35,Ua-43954,NULL,S8088,human bone,Homo sapiens,1157
23189,MN,4085,45,Ua-34949,NULL,S8088,human bone,Homo sapiens,1157
23190,MN,4065,35,Ua-34959,NULL,S8088,human bone,Homo sapiens,1157
23191,MN,4055,45,Ua-34945,NULL,S8088,human bone,Homo sapiens,1157
23192,MN,4055,35,Ua-34953,NULL,S8088,human bone,Homo sapiens,1157
23193,MN,4030,45,Ua-34941,NULL,S8088,human bone,Homo sapiens,1157
23194,EBA,3965,50,Ua-34947,NULL,S8088,human bone,Homo sapiens,1157
23195,EBA,3940,40,Ua-34950,NULL,S8088,human bone,Homo sapiens,1157
23196,EBA,3870,35,Ua-34958,NULL,S8088,human bone,Homo sapiens,1157
23197,EBA,3755,40,Ua-34963,NULL,S8088,human bone,Homo sapiens,1157
23198,EBA,3480,35,Ua-34951,NULL,S8088,human bone,Homo sapiens,1157
23199,EBA,3414,35,Ua-34968,NULL,S8088,human bone,Homo sapiens,1157
23200,EBA,3350,30,Ua-34966,NULL,S8088,human bone,Homo sapiens,1157
23201,EBA,3200,35,Ua-34961,NULL,S8088,human bone,Homo sapiens,1157
23202,EBA,3150,30,Ua-34964,NULL,S8088,human bone,Homo sapiens,1157
23203,EBA,3060,30,Ua-34955,NULL,S8088,human bone,Homo sapiens,1157
23204,EBA,3015,30,Ua-34956,NULL,S8088,human bone,Homo sapiens,1157
23205,EBA,2995,30,Ua-34965,NULL,S8088,human bone,Homo sapiens,1157
23206,EBA,2995,30,Ua-34962,NULL,S8088,human bone,Homo sapiens,1157
23207,EBA,2890,40,Ua-34960,NULL,S8088,human bone,Homo sapiens,1157
23208,NULL,4435,44,AAR-10237,ROSS2,S3539,human bone,Homo sapiens,945
23209,NULL,4503,44,AAr-10238,ROSS2,S3539,human bone,Homo sapiens,945
23210,NULL,4790,50,Ua-32614,ROSS2,S3539,human bone,Homo sapiens,945
23211,NULL,4325,45,Ua-32610,ROSS2,S3539,human bone,Homo sapiens,945
23212,NULL,4160,40,Ua-32604,ROSS2,S3539,human bone,Homo sapiens,945
23213,NULL,4515,45,Ua-32605,ROSS2,S3539,human bone,Homo sapiens,945
23214,NULL,4660,50,Ua-32603,ROSS2,S3539,human bone,Homo sapiens,945
23215,NULL,4550,45,Ua-32608,ROSS2,S3539,human bone,Homo sapiens,945
23216,NULL,4685,50,Ua-32616,ROSS2,S3539,human bone,Homo sapiens,945
23217,NULL,4480,45,Ua-32613,ROSS2,S3539,human bone,Homo sapiens,945
23218,NULL,4780,45,Ua-32617,ROSS2,S3539,human bone,Homo sapiens,945
23219,NULL,4420,40,Ua-32606,ROSS2,S3539,human bone,Homo sapiens,945
23220,NULL,4400,45,Ua-32607,ROSS2,S3539,human bone,Homo sapiens,945
23221,NULL,3525,45,Ua-32612,ROSS2,S3539,human bone,Homo sapiens,945
23222,NULL,4670,45,Ua-32611,ROSS2,S3539,human bone,Homo sapiens,945
23223,NULL,4890,50,Ua-32615,ROSS2,S3539,human bone,Homo sapiens,945
23224,NULL,4455,45,Ua-32619,ROSS2,S3539,human bone,Homo sapiens,945
23225,LN,4150,60,GrN-7795,DOB1,S7436,NULL,NULL,2391
23226,EN,6490,450,Lod 172,BRK1,S1388,NULL,NULL,1782
23230,LN,3350,100,HAR-6115,EL1,S6346,antler,NULL,1881
23231,EBA,2260,100,HAR-6118,EL3,S6346,bone,NULL,1881
23232,EBA,3160,70,HAR-3344,EL3,S6346,human bone,Homo sapiens,1881
23233,EBA,3080,80,HAR-3417,EL3,S6346,human bone,Homo sapiens,1881
25001,UM,6020,110,BM-349,NULL,S1011,charcoal,NULL,1812
25002,EN,4910,110,BM-350,AB,S1011,charcoal,NULL,1812
25003,EN,5060,130,BM-351,AB,S1011,charcoal,NULL,1812
25004,EN,4710,135,BM-352,AB,S1011,animal bone,Bos sp.,1812
25005,EN,4970,130,BM-353,AB,S1011,charcoal,NULL,1812
25006,UN,4450,145,BM-354,NULL,S1011,animal bone,Bos sp.,1812
25007,UN,4460,140,BM-355,NULL,S1011,antler,Cervus elaphus,1812
25008,UN,4700,35,GrA-30921,NULL,S1011,animal bone,Sus sp.,1812
25009,UN,4740,35,GrA-30922,NULL,S1011,animal bone,Bos sp.,1812
25010,UN,4775,35,GrA-30923,NULL,S1011,animal bone,Bos sp.,1812
25011,UN,4780,35,GrA-30933,NULL,S1011,animal bone,Bos sp.,1812
25012,UN,4760,40,GrA-30934,NULL,S1011,animal bone,Bos sp.,1812
25013,UN,4775,40,GrA-30936,NULL,S1011,animal bone,Bos sp.,1812
25014,UN,4805,40,GrA-30937,NULL,S1011,animal bone,Bos sp.,1812
25015,UN,4750,40,GrA-30938,NULL,S1011,animal bone,Bos sp.,1812
25016,UN,4730,40,GrA-30940,NULL,S1011,animal bone,Bos sp.,1812
25017,UN,4780,40,GrA-30942,NULL,S1011,animal bone,Bos sp.,1812
25018,UN,4740,35,GrA-30948,NULL,S1011,charcoal,Pomoideae,1812
25019,UN,4755,35,GrA-30949,NULL,S1011,charcoal,Prunus spinosa,1812
25020,UN,4785,30,GrA-31251,NULL,S1011,animal bone,Bos sp.,1812
25021,UN,4832,34,OxA-15393,NULL,S1011,animal bone,Bos sp.,1812
25022,UN,4806,34,OxA-15394,NULL,S1011,animal bone,Bos sp.,1812
25023,UN,4794,32,OxA-15395,NULL,S1011,animal bone,Ovis sp.,1812
25024,UN,4833,32,OxA-15396,NULL,S1011,animal bone,Bos sp.,1812
25025,UN,4854,33,OxA-15397,NULL,S1011,animal bone,Bos sp.,1812
25026,UN,4792,34,OxA-15398,NULL,S1011,animal bone,Bos sp.,1812
25027,UN,4736,32,OxA-15399,NULL,S1011,animal bone,Bos sp.,1812
25028,UN,4770,33,OxA-15400,NULL,S1011,charcoal,Prunus spinosa,1812
25029,UN,4738,33,OxA-15401,NULL,S1011,charcoal,Pomoideae,1812
25030,UN,4890,35,GrA-30951,NULL,S1011,charcoal,Quercus sp.,1812
25031,UN,4770,40,GrA-31003,NULL,S1011,charcoal,Prunus spinosa,1812
25032,UN,4810,35,GrA-31016,NULL,S1011,charcoal,Corylus sp.,1812
25033,UN,4760,35,GrA-31017,NULL,S1011,charcoal,Prunus spinosa,1812
25034,UN,4756,32,OxA-15402,NULL,S1011,charcoal,Prunus spinosa,1812
25035,UN,4787,34,OxA-15403,NULL,S1011,charcoal,Quercus sp.,1812
25036,UN,4803,33,OxA-15404,NULL,S1011,charcoal,Corylus sp.,1812
25037,UN,4822,34,OxA-15405,NULL,S1011,charcoal,Prunus spinosa,1812
25038,UN,4561,47,BM-823,NULL,S1462,charcoal,NULL,2011
25039,UN,4697,60,BM-824,NULL,S1462,charcoal,NULL,2011
25040,UN,4999,64,BM-825,NULL,S1462,charcoal,Quercus sp.,2011
25041,UN,4605,35,GrA-31195,NULL,S1462,carbonised residue,NULL,2011
25042,UN,4781,31,OxA-15634,NULL,S1462,carbonised residue,NULL,2011
25043,UN,4725,45,OxA-15705,NULL,S1462,carbonised residue,NULL,2011
25044,UN,4525,35,GrA-31194,NULL,S1462,carbonised residue,NULL,2011
25045,UN,4746,34,OxA-15632,NULL,S1462,carbonised residue,NULL,2011
25046,UN,4791,33,OxA-15633,NULL,S1462,carbonised residue,NULL,2011
25047,UN,4750,80,BM-2533,NULL,S1860,animal bone,Bos sp.,1882
25048,UN,4680,110,BM-2534,NULL,S1860,animal bone,Bos sp.,1882
25049,UN,4680,50,BM-2535,NULL,S1860,animal bone,Bos sp.,1882
25050,UN,4630,50,GrA-31177,NULL,S1860,animal bone,Bos sp.,1882
25051,UN,4900,50,GrA-31370,NULL,S1860,animal bone,Bos sp.,1882
25052,UN,4600,35,GrA-31534,NULL,S1860,animal bone,Bos sp.,1882
25053,UN,4360,45,BM-2835,NULL,S1983,human bone,Homo sapiens,1812
25054,UN,5075,45,GrA-31357,NULL,S1983,charcoal,Pomoideae,1812
25055,UN,4890,40,GrA-31358,NULL,S1983,charcoal,Pomoideae,1812
25056,UN,5190,150,BM-136,NULL,S2224,charcoal,NULL,1946
25057,UN,4845,40,GrA-31094,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25058,UN,4805,35,GrA-31201,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25059,UN,4825,35,GrA-31204,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25060,UN,4795,35,GrA-31205,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25061,UN,4785,35,GrA-31206,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25062,UN,4820,35,GrA-31207,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25063,UN,4925,40,GrA-31209,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25064,UN,4845,40,GrA-31210,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25065,UN,4855,40,GrA-31211,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25066,UN,4880,40,GrA-31213,NULL,S2224,charred plant macrofossils,Corylus avellana,1946
25067,UN,4750,35,GrA-31463,NULL,S2224,plant macrofossils,Corylus avellana,1946
25068,UN,4770,35,GrA-31466,NULL,S2224,plant macrofossils,Corylus avellana,1946
25069,UN,4845,35,GrA-31467,NULL,S2224,plant macrofossils,Corylus avellana,1946
25070,UN,4505,40,GrA-31544,NULL,S2224,carbonised residue,NULL,1946
25071,UN,4770,35,GrA-31545,NULL,S2224,charcoal,Corylus avellana,1946
25072,UN,4735,35,GrA-31546,NULL,S2224,charcoal,Pomoideae,1946
25073,IA,2485,35,GrA-31548,NULL,S2224,charcoal,Betula sp.,1946
25074,IA,2635,35,GrA-31550,NULL,S2224,charcoal,Betula sp.,1946
25075,UN,4845,35,GrA-31559,NULL,S2224,plant macrofossils,Corylus avellana,1946
